chromosome	index1	index2	gene	probability	annotation	index3	index4	value
chr19	48842110	48866342	PLAUR|0.320|50.6%	0.320	.	48842111	48866342	100,155,0
chr19	48927147	48950904	C19orf61|0.224|72.3%	0.224	.	48927148	48950904	50,205,0
chr19	48962524	48977249	KCNN4|0.280|58.0%	0.280	.	48962525	48977249	100,155,0
chr19	48992234	48998439	LYPD5|0.219|73.4%	0.219	.	48992235	48998439	50,205,0
chr19	49108622	49131251	ZNF45|0.322|50.3%	0.322	.	49108623	49131251	100,155,0
chr19	49147236	49163701	ZNF221|0.163|87.5%	0.163	.	49147237	49163701	25,230,0
chr19	49180194	49194317	ZNF155|0.192|80.0%	0.192	.	49180195	49194317	50,205,0
chr19	49195235	49209912	ZNF230|0.176|84.8%	0.176	.	49195236	49209912	25,230,0
chr19	49207512	49229100	ZNF222|0.150|90.0%	0.150	.	49207513	49229100	25,230,0
chr19	49251169	49263270	ZNF223|0.183|82.8%	0.183	.	49251170	49263270	25,230,0
chr19	49263312	49285605	ZNF284|0.178|84.1%	0.178	.	49263313	49285605	25,230,0
chr19	49290336	49304317	ZNF224|0.273|59.9%	0.273	.	49290337	49304317	100,155,0
chr19	49408523	49433260	ZNF227|0.471|30.0%	0.471	.	49408524	49433260	175,80,0
chr19	49446157	49471308	ZNF233|0.183|82.6%	0.183	.	49446158	49471308	25,230,0
chr19	49482439	49505441	ZNF235|0.265|61.6%	0.265	.	49482440	49505441	75,180,0
chr19	49671700	49696395	ZNF180|0.269|60.5%	0.269	.	49671701	49696395	75,180,0
chr19	49839065	49858690	PVR|0.159|88.0%	0.159	.	49839066	49858690	25,230,0
chr19	49943643	49955141	BCL3|0.564|21.5%	0.564	.	49943644	49955141	175,80,0
chr19	49972965	49995736	CBLC|0.155|89.1%	0.155	.	49972966	49995736	25,230,0
chr19	50004177	50016517	BCAM|0.243|67.1%	0.243	.	50004178	50016517	75,180,0
chr19	50041232	50084325	PVRL2|0.202|77.8%	0.202	.	50041233	50084325	50,205,0
chr19	50100878	50104489	APOE|0.390|39.9%	0.390	.	50100879	50104489	150,105,0
chr19	50109418	50114423	APOC1|0.174|85.4%	0.174	.	50109419	50114423	25,230,0
chr19	50150476	50188438	CLPTM1|0.636|16.4%	0.636	.	50150477	50188438	200,55,0
chr19	50196538	50233292	RELB|0.716|11.9%	0.716	.	50196539	50233292	200,55,0
chr19	50234137	50266054	SFRS16|0.285|56.9%	0.285	.	50234138	50266054	100,155,0
chr19	50274369	50286622	GEMIN7|0.230|70.6%	0.230	.	50274370	50286622	50,205,0
chr19	50358026	50373325	TRAPPC6A|0.360|44.2%	0.360	.	50358027	50373325	125,130,0
chr19	50373890	50375003	BLOC1S3|0.123|94.6%	0.123	.	50373891	50375003	0,255,0
chr19	50407718	50429309	EXOC3L2|0.188|81.5%	0.188	.	50407719	50429309	25,230,0
chr19	50446389	50500381	MARK4|0.639|16.2%	0.639	.	50446390	50500381	200,55,0
chr19	50535837	50546618	KLC3|0.251|65.0%	0.251	.	50535838	50546618	75,180,0
chr19	50546085	50565675	ERCC2|0.528|24.6%	0.528	.	50546086	50565675	175,80,0
chr19	50574740	50600136	PPP1R13L|0.334|48.3%	0.334	.	50574741	50600136	125,130,0
chr19	50601306	50605864	CD3EAP|0.301|54.2%	0.301	.	50601307	50605864	100,155,0
chr19	50604711	50619017	ERCC1|0.877|5.0%	0.877	.	50604712	50619017	255,0,0
chr19	50663092	50670254	FOSB|0.569|21.2%	0.569	.	50663093	50670254	175,80,0
chr19	50680389	50692153	RTN2|0.672|14.4%	0.672	.	50680390	50692153	200,55,0
chr19	50702527	50722076	VASP|0.545|23.2%	0.545	.	50702528	50722076	175,80,0
chr19	50722866	50779962	OPA3|0.231|70.5%	0.231	.	50722867	50779962	50,205,0
chr19	50784874	50797294	GPR4|0.273|59.7%	0.273	.	50784875	50797294	100,155,0
chr19	50804499	50834509	EML2|0.265|61.4%	0.265	.	50804500	50834509	75,180,0
chr19	50863341	50877544	GIPR|0.457|31.5%	0.457	.	50863342	50877544	150,105,0
chr19	50887771	50898426	QPCTL|0.361|44.0%	0.361	.	50887772	50898426	125,130,0
chr19	50959883	50964152	SIX5|0.265|61.5%	0.265	.	50959884	50964152	75,180,0
chr19	50978103	50987900	DMWD|0.476|29.6%	0.476	.	50978104	50987900	175,80,0
chr19	51010539	51058388	SYMPK|0.203|77.7%	0.203	.	51010540	51058388	50,205,0
chr19	51059357	51068894	FOXA3|0.959|2.2%	0.959	.	51059358	51068894	255,0,0
chr19	51079117	51080872	IRF2BP1|0.601|18.8%	0.601	.	51079118	51080872	200,55,0
chr19	51134630	51168497	NOVA2|0.487|28.4%	0.487	.	51134631	51168497	175,80,0
chr19	51214254	51218144	PGLYRP1|0.062|99.3%	0.062	.	51214255	51218144	0,255,0
chr19	51542133	51585949	PPP5C|0.646|15.8%	0.646	.	51542134	51585949	200,55,0
chr19	51661589	51666660	PNMAL1|0.163|87.3%	0.163	.	51661590	51666660	25,230,0
chr19	51815565	51820194	PTGIR|0.266|61.3%	0.266	.	51815566	51820194	75,180,0
chr19	51829172	51829782	GNG8|0.470|30.1%	0.470	.	51829173	51829782	150,105,0
chr19	51869413	51912224	PRKD2|0.174|85.3%	0.174	.	51869414	51912224	25,230,0
chr19	51914609	51941560	STRN4|0.326|49.6%	0.326	.	51914610	51941560	125,130,0
chr19	51941142	51953581	FKRP|0.261|62.5%	0.261	.	51941143	51953581	75,180,0
chr19	51969981	51983691	SLC1A5|0.405|37.8%	0.405	.	51969982	51983691	150,105,0
chr19	52033262	52046043	AP2S1|0.333|48.3%	0.333	.	52033263	52046043	125,130,0
chr19	52113772	52199404	GRLF1|0.651|15.4%	0.651	.	52113773	52199404	200,55,0
chr19	52214940	52240873	NPAS1|0.246|66.4%	0.246	.	52214941	52240873	75,180,0
chr19	52326027	52405287	SAE1|0.683|13.7%	0.683	.	52326028	52405287	200,55,0
chr19	52451631	52467048	CCDC9|0.327|49.4%	0.327	.	52451632	52467048	125,130,0
chr19	52504943	52517167	C5AR1|0.236|69.1%	0.236	.	52504944	52517167	75,180,0
chr19	52535879	52537112	GPR77|0.117|95.4%	0.117	.	52535880	52537112	0,255,0
chr19	52598203	52614597	MEIS3|0.281|57.8%	0.281	.	52598204	52614597	100,155,0
chr19	52623734	52666934	SLC8A2|0.416|36.5%	0.416	.	52623735	52666934	150,105,0
chr19	52670211	52679333	KPTN|0.293|55.6%	0.293	.	52670212	52679333	100,155,0
chr19	52682702	52710309	NAPA|0.571|21.0%	0.571	.	52682703	52710309	175,80,0
chr19	52940619	52957851	GLTSCR2|0.728|11.3%	0.728	.	52940620	52957851	200,55,0
chr19	53016910	53038393	CRX|0.819|7.4%	0.819	.	53016911	53038393	255,0,0
chr19	53065681	53081405	SULT2A1|0.140|91.8%	0.140	.	53065682	53081405	0,255,0
chr19	53225022	53239116	CABP5|0.506|26.8%	0.506	.	53225023	53239116	175,80,0
chr19	53242915	53305865	PLA2G4C|0.126|94.0%	0.126	.	53242916	53305865	0,255,0
chr19	53310518	53365395	LIG1|0.979|1.4%	0.979	.	53310519	53365395	255,0,0
chr19	53403324	53444737	CARD8|0.138|92.2%	0.138	.	53403325	53444737	0,255,0
chr19	53520453	53525622	EMP3|0.393|39.4%	0.393	.	53520454	53525622	150,105,0
chr19	53527424	53559009	TMEM143|0.191|80.4%	0.191	.	53527425	53559009	25,230,0
chr19	53559468	53571439	SYNGR4|0.236|69.1%	0.236	.	53559469	53571439	75,180,0
chr19	53577638	53586622	KDELR1|0.206|76.8%	0.206	.	53577639	53586622	50,205,0
chr19	53589943	53639999	GRIN2D|0.417|36.3%	0.417	.	53589944	53639999	150,105,0
chr19	53640873	53648966	GRWD1|0.383|41.0%	0.383	.	53640874	53648966	125,130,0
chr19	53650577	53661179	KCNJ14|0.353|45.1%	0.353	.	53650578	53661179	125,130,0
chr19	53747240	53794495	SULT2B1|0.333|48.5%	0.333	.	53747241	53794495	125,130,0
chr19	53801811	53802782	SPACA4|0.190|80.7%	0.190	.	53801812	53802782	25,230,0
chr19	53814359	53825473	SPHK2|0.172|85.6%	0.172	.	53814360	53825473	25,230,0
chr19	53825658	53832435	DBP|0.468|30.4%	0.468	.	53825659	53832435	150,105,0
chr19	53833083	53841263	CA11|0.683|13.7%	0.683	.	53833084	53841263	200,55,0
chr19	53943079	53948612	FUT1|0.196|79.2%	0.196	.	53943080	53948612	50,205,0
chr19	53951155	53953392	FGF21|0.159|88.2%	0.159	.	53951156	53953392	25,230,0
chr19	53990133	54006113	BCAT2|0.278|58.6%	0.278	.	53990134	54006113	100,155,0
chr19	54008090	54031746	HSD17B14|0.336|48.0%	0.336	.	54008091	54031746	125,130,0
chr19	54032166	54063670	PLEKHA4|0.163|87.4%	0.163	.	54032167	54063670	25,230,0
chr19	54067489	54071126	PPP1R15A|0.088|98.0%	0.088	.	54067490	54071126	0,255,0
chr19	54128750	54140038	DHDH|0.408|37.5%	0.408	.	54128751	54140038	150,105,0
chr19	54149928	54156864	BAX|0.822|7.2%	0.822	.	54149929	54156864	255,0,0
chr19	54160377	54161947	FTL|0.183|82.8%	0.183	.	54160378	54161947	25,230,0
chr19	54163194	54188361	GYS1|0.488|28.3%	0.488	.	54163195	54188361	175,80,0
chr19	54188967	54210994	RUVBL2|0.712|12.2%	0.712	.	54188968	54210994	200,55,0
chr19	54309392	54313529	LIN7B|0.369|42.7%	0.369	.	54309393	54313529	125,130,0
chr19	54314474	54346090	PPFIA3|0.249|65.5%	0.249	.	54314475	54346090	75,180,0
chr19	54346269	54350493	HRC|0.178|84.3%	0.178	.	54346270	54350493	25,230,0
chr19	54352859	54406903	TRPM4|0.232|70.0%	0.232	.	54352860	54406903	75,180,0
chr19	54484708	54520286	SLC6A16|0.128|93.8%	0.128	.	54484709	54520286	0,255,0
chr19	54530488	54535671	CD37|0.212|75.4%	0.212	.	54530489	54535671	50,205,0
chr19	54535668	54557526	TEAD2|0.687|13.4%	0.687	.	54535669	54557526	200,55,0
chr19	54617482	54618510	PTH2|0.245|66.7%	0.245	.	54617483	54618510	75,180,0
chr19	54624469	54636596	SLC17A7|0.324|50.0%	0.324	.	54624470	54636596	125,130,0
chr19	54641367	54646879	PIH1D1|0.225|71.8%	0.225	.	54641368	54646879	50,205,0
chr19	54669297	54681299	FLT3LG|0.331|48.7%	0.331	.	54669298	54681299	125,130,0
chr19	54681843	54687370	RPL13A|0.851|6.0%	0.851	.	54681844	54687370	255,0,0
chr19	54691445	54694756	RPS11|0.973|1.6%	0.973	.	54691446	54694756	255,0,0
chr19	54707431	54721400	FCGRT|0.522|25.3%	0.522	.	54707432	54721400	175,80,0
chr19	54722686	54738701	RCN3|0.280|58.0%	0.280	.	54722687	54738701	100,155,0
chr19	54750781	54775625	NOSIP|0.298|54.8%	0.298	.	54750782	54775625	100,155,0
chr19	54830363	54835212	RRAS|0.290|56.2%	0.290	.	54830364	54835212	100,155,0
chr19	54837193	54853710	SCAF1|0.290|56.3%	0.290	.	54837194	54853710	100,155,0
chr19	54860210	54868984	BCL2L12|0.376|41.8%	0.376	.	54860211	54868984	125,130,0
chr19	54886204	54908800	CPT1C|0.317|51.1%	0.317	.	54886205	54908800	100,155,0
chr19	54961991	55002181	AP2A1|0.206|76.8%	0.206	.	54961992	55002181	50,205,0
chr19	55013357	55033848	MED25|0.271|60.2%	0.271	.	55013358	55033848	75,180,0
chr19	55045949	55055802	PTOV1|0.432|34.2%	0.432	.	55045950	55055802	150,105,0
chr19	55056273	55062630	PNKP|0.481|29.0%	0.481	.	55056274	55062630	175,80,0
chr19	55064106	55073528	AKT1S1|0.329|49.2%	0.329	.	55064107	55073528	125,130,0
chr19	55072640	55083812	TBC1D17|0.189|81.2%	0.189	.	55072641	55083812	25,230,0
chr19	55084727	55124608	IL4I1|0.125|94.1%	0.125	.	55084728	55124608	0,255,0
chr19	55124271	55129003	ATF5|0.588|19.6%	0.588	.	55124272	55129003	200,55,0
chr19	55144063	55156241	SIGLEC11|0.145|90.8%	0.145	.	55144064	55156241	0,255,0
chr19	55171537	55220617	VRK3|0.145|91.0%	0.145	.	55171538	55220617	0,255,0
chr19	55221023	55243841	ZNF473|0.114|95.6%	0.114	.	55221024	55243841	0,255,0
chr19	55398696	55505611	MYH14|0.323|50.1%	0.323	.	55398697	55505611	100,155,0
chr19	55507005	55524446	KCNC3|0.460|31.3%	0.460	.	55507006	55524446	150,105,0
chr19	55579419	55613082	POLD1|0.960|2.1%	0.960	.	55579420	55613082	255,0,0
chr19	55614009	55626117	SPIB|0.631|16.8%	0.631	.	55614010	55626117	200,55,0
chr19	55671547	55678419	C19orf63|0.225|72.0%	0.225	.	55671548	55678419	50,205,0
chr19	55701066	55706231	JOSD2|0.248|65.8%	0.248	.	55701067	55706231	75,180,0
chr19	55711960	55763114	LRRC4B|0.306|53.1%	0.306	.	55711961	55763114	100,155,0
chr19	55817047	55863466	SYT3|0.293|55.6%	0.293	.	55817048	55863466	100,155,0
chr19	55918416	55920791	CLEC11A|0.359|44.3%	0.359	.	55918417	55920791	125,130,0
chr19	55985483	55990293	ACPT|0.273|59.7%	0.273	.	55985484	55990293	100,155,0
chr19	56014215	56018855	KLK1|0.087|98.1%	0.087	.	56014216	56018855	0,255,0
chr19	56049982	56055832	KLK3|0.720|11.7%	0.720	.	56049983	56055832	200,55,0
chr19	56138372	56148156	KLK5|0.285|57.1%	0.285	.	56138373	56148156	100,155,0
chr19	56153699	56164741	KLK6|0.312|51.9%	0.312	.	56153700	56164741	100,155,0
chr19	56171540	56179106	KLK7|0.217|73.8%	0.217	.	56171541	56179106	50,205,0
chr19	56191075	56196770	KLK8|0.120|95.0%	0.120	.	56191076	56196770	0,255,0
chr19	56207812	56215243	KLK10|0.213|75.1%	0.213	.	56207813	56215243	50,205,0
chr19	56224159	56229960	KLK12|0.111|96.0%	0.111	.	56224160	56229960	0,255,0
chr19	56251274	56260179	KLK13|0.103|96.8%	0.103	.	56251275	56260179	0,255,0
chr19	56293587	56299659	ATPBD3|0.441|33.3%	0.441	.	56293588	56299659	150,105,0
chr19	56319976	56325378	SIGLEC9|0.128|93.7%	0.128	.	56319977	56325378	0,255,0
chr19	56420146	56435086	CD33|0.086|98.2%	0.086	.	56420147	56435086	0,255,0
chr19	56540221	56561484	ETFB|0.472|29.9%	0.472	.	56540222	56561484	175,80,0
chr19	56562163	56564069	CLDND2|0.362|43.8%	0.362	.	56562164	56564069	125,130,0
chr19	56566685	56567772	NKG7|0.137|92.3%	0.137	.	56566686	56567772	0,255,0
chr19	56574975	56583009	LIM2|0.327|49.4%	0.327	.	56574976	56583009	125,130,0
chr19	56605087	56613263	SIGLEC10|0.154|89.3%	0.154	.	56605088	56613263	25,230,0
chr19	56712762	56726922	SIGLEC6|0.109|96.2%	0.109	.	56712763	56726922	0,255,0
chr19	56766342	56784805	ZNF175|0.136|92.5%	0.136	.	56766343	56784805	0,255,0
chr19	56807155	56825530	SIGLEC5|0.068|99.1%	0.068	.	56807156	56825530	0,255,0
chr19	56908176	56919049	HAS1|0.324|49.9%	0.324	.	56908177	56919049	125,130,0
chr19	56940838	56946962	FPR1|0.115|95.6%	0.115	.	56940839	56946962	0,255,0
chr19	56955994	56965572	FPR2|0.138|92.2%	0.138	.	56955995	56965572	0,255,0
chr19	56990227	57021254	FPR3|0.089|97.9%	0.089	.	56990228	57021254	0,255,0
chr19	57066366	57083009	ZNF577|0.196|79.3%	0.196	.	57066367	57083009	50,205,0
chr19	57122540	57140817	ZNF613|0.511|26.3%	0.511	.	57122541	57140817	175,80,0
chr19	57159405	57181891	ZNF350|0.341|47.0%	0.341	.	57159406	57181891	125,130,0
chr19	57186399	57203275	ZNF615|0.274|59.6%	0.274	.	57186400	57203275	100,155,0
chr19	57309465	57335003	ZNF616|0.423|35.4%	0.423	.	57309466	57335003	150,105,0
chr19	57385045	57422499	PPP2R1A|0.699|12.8%	0.699	.	57385046	57422499	200,55,0
chr19	58302944	58327960	ZNF415|0.177|84.4%	0.177	.	58302945	58327960	25,230,0
chr19	58334459	58354096	ZNF347|0.143|91.4%	0.143	.	58334460	58354096	0,255,0
chr19	58423388	58449938	ZNF677|0.256|63.9%	0.256	.	58423389	58449938	75,180,0
chr19	58715988	58775335	ZNF331|0.585|20.0%	0.585	.	58715989	58775335	200,55,0
chr19	58988668	59019460	NLRP12|0.214|74.9%	0.214	.	58988669	59019460	50,205,0
chr19	59061422	59071494	MYADM|0.252|64.6%	0.252	.	59061423	59071494	75,180,0
chr19	59077278	59102713	PRKCG|0.479|29.2%	0.479	.	59077279	59102713	175,80,0
chr19	59104400	59139007	CACNG7|0.383|41.0%	0.383	.	59104401	59139007	125,130,0
chr19	59302131	59310867	TFPT|0.271|60.2%	0.271	.	59302132	59310867	75,180,0
chr19	59310648	59326952	PRPF31|0.344|46.7%	0.344	.	59310649	59326952	125,130,0
chr19	59333260	59351239	CNOT3|0.748|10.3%	0.748	.	59333261	59351239	200,55,0
chr19	59355658	59368664	TMC4|0.064|99.2%	0.064	.	59355659	59368664	0,255,0
chr19	59368920	59385478	MBOAT7|0.285|57.0%	0.285	.	59368921	59385478	100,155,0
chr19	59386008	59389337	TSEN34|0.191|80.4%	0.191	.	59386009	59389337	25,230,0
chr19	59396537	59403327	RPS9|0.963|2.0%	0.963	.	59396538	59403327	255,0,0
chr19	59411958	59419190	LILRB3|0.141|91.6%	0.141	.	59411959	59419190	0,255,0
chr19	59536504	59542233	LILRA4|0.101|97.1%	0.101	.	59536505	59542233	0,255,0
chr19	59557046	59573977	LAIR1|0.082|98.4%	0.082	.	59557047	59573977	0,255,0
chr19	59618416	59639892	TTYH1|0.498|27.6%	0.498	.	59618417	59639892	175,80,0
chr19	59652207	59665012	LENG8|0.260|62.8%	0.260	.	59652208	59665012	75,180,0
chr19	59705824	59713707	LAIR2|0.139|91.9%	0.139	.	59705825	59713707	0,255,0
chr19	60006877	60017784	KIR2DL4|0.158|88.3%	0.158	.	60006878	60017784	25,230,0
chr19	60077360	60093651	FCAR|0.108|96.3%	0.108	.	60077361	60093651	0,255,0
chr19	60109337	60116251	NCR1|0.115|95.5%	0.115	.	60109338	60116251	0,255,0
chr19	60126688	60150679	NLRP7|0.141|91.6%	0.141	.	60126689	60150679	0,255,0
chr19	60169578	60204313	NLRP2|0.858|5.8%	0.858	.	60169579	60204313	255,0,0
chr19	60216884	60241444	GP6|0.106|96.6%	0.106	.	60216885	60241444	0,255,0
chr19	60247522	60272709	RDH13|0.325|49.7%	0.325	.	60247523	60272709	125,130,0
chr19	60275199	60291102	EPS8L1|0.236|69.0%	0.236	.	60275200	60291102	75,180,0
chr19	60294094	60320739	PPP1R12C|0.383|41.1%	0.383	.	60294095	60320739	125,130,0
chr19	60336007	60352385	TNNT1|0.706|12.5%	0.706	.	60336008	60352385	200,55,0
chr19	60354949	60360912	TNNI3|0.655|15.1%	0.655	.	60354950	60360912	200,55,0
chr19	60376280	60383532	SYT5|0.263|62.1%	0.263	.	60376281	60383532	75,180,0
chr19	60432959	60462175	SAPS1|0.259|63.1%	0.259	.	60432960	60462175	75,180,0
chr19	60487138	60515713	BRSK1|0.471|30.0%	0.471	.	60487139	60515713	175,80,0
chr19	60543065	60551300	SUV420H2|0.337|47.7%	0.337	.	60543066	60551300	125,130,0
chr19	60656167	60664824	ISOC2|0.281|57.7%	0.281	.	60656168	60664824	100,155,0
chr19	60688405	60690747	NAT14|0.233|70.0%	0.233	.	60688406	60690747	75,180,0
chr19	60823918	60827753	ZNF784|0.239|68.2%	0.239	.	60823919	60827753	75,180,0
chr19	60846797	60848800	ZNF581|0.253|64.5%	0.253	.	60846798	60848800	75,180,0
chr19	60850765	60856339	CCDC106|0.205|77.1%	0.205	.	60850766	60856339	50,205,0
chr19	60878403	60898944	EPN1|0.406|37.7%	0.406	.	60878404	60898944	150,105,0
chr19	60911609	60941580	NLRP9|0.154|89.2%	0.154	.	60911610	60941580	25,230,0
chr19	60988581	61035172	NLRP11|0.097|97.3%	0.097	.	60988582	61035172	0,255,0
chr19	61055198	61085030	NLRP4|0.149|90.1%	0.149	.	61055199	61085030	0,255,0
chr19	61099122	61135514	NLRP13|0.108|96.3%	0.108	.	61099123	61135514	0,255,0
chr19	61151009	61191807	NLRP8|0.139|91.9%	0.139	.	61151010	61191807	0,255,0
chr19	61290543	61324461	ZNF787|0.298|54.7%	0.298	.	61290544	61324461	100,155,0
chr19	61344367	61364073	ZNF444|0.264|61.9%	0.264	.	61344368	61364073	75,180,0
chr19	61379200	61388956	GALP|0.320|50.4%	0.320	.	61379201	61388956	100,155,0
chr19	61586459	61596705	ZNF582|0.251|65.1%	0.251	.	61586460	61596705	75,180,0
chr19	61607529	61628212	ZNF583|0.241|67.6%	0.241	.	61607530	61628212	75,180,0
chr19	61643019	61680555	ZNF667|0.266|61.4%	0.266	.	61643020	61680555	75,180,0
chr19	61711023	61732082	ZNF471|0.321|50.3%	0.321	.	61711024	61732082	100,155,0
chr19	61742128	61759981	ZFP28|0.303|53.6%	0.303	.	61742129	61759981	100,155,0
chr19	61770706	61786073	ZNF470|0.294|55.5%	0.294	.	61770707	61786073	100,155,0
chr19	61798503	61827352	ZNF71|0.346|46.3%	0.346	.	61798504	61827352	125,130,0
chr19	62337275	62348382	ZIM3|0.201|78.1%	0.201	.	62337276	62348382	50,205,0
chr19	62394680	62426024	ZNF264|0.191|80.5%	0.191	.	62394681	62426024	25,230,0
chr19	62434239	62438727	AURKC|0.145|91.0%	0.145	.	62434240	62438727	0,255,0
chr19	62483664	62497248	ZNF460|0.156|88.8%	0.156	.	62483665	62497248	25,230,0
chr19	62523688	62533956	ZNF543|0.191|80.5%	0.191	.	62523689	62533956	25,230,0
chr19	62554486	62563078	ZNF304|0.247|66.2%	0.247	.	62554487	62563078	75,180,0
chr19	62566702	62582735	ZNF547|0.263|62.1%	0.263	.	62566703	62582735	75,180,0
chr19	62581947	62604597	ZNF548|0.207|76.7%	0.207	.	62581948	62604597	50,205,0
chr19	62614340	62625119	ZNF17|0.160|88.0%	0.160	.	62614341	62625119	25,230,0
chr19	62678799	62697860	ZNF419|0.316|51.2%	0.316	.	62678800	62697860	100,155,0
chr19	62703120	62716248	ZNF773|0.358|44.4%	0.358	.	62703121	62716248	125,130,0
chr19	62730504	62743936	ZNF549|0.238|68.5%	0.238	.	62730505	62743936	75,180,0
chr19	62774746	62782055	ZNF416|0.116|95.4%	0.116	.	62774747	62782055	0,255,0
chr19	62787321	62795570	ZIK1|0.106|96.5%	0.106	.	62787322	62795570	0,255,0
chr19	62872114	62882317	ZSCAN4|0.110|96.1%	0.110	.	62872115	62882317	0,255,0
chr19	62885188	62892979	ZNF551|0.123|94.5%	0.123	.	62885189	62892979	0,255,0
chr19	62922931	62930795	ZNF671|0.149|90.1%	0.149	.	62922932	62930795	0,255,0
chr19	62950020	62961337	ZNF776|0.126|94.1%	0.126	.	62950021	62961337	0,255,0
chr19	62972836	63003774	ZNF586|0.078|98.6%	0.078	.	62972837	63003774	0,255,0
chr19	63010261	63018093	ZNF552|0.192|80.2%	0.192	.	63010262	63018093	25,230,0
chr19	63053080	63068299	ZNF587|0.193|80.0%	0.193	.	63053081	63068299	50,205,0
chr19	63108953	63119790	ZNF417|0.185|82.1%	0.185	.	63108954	63119790	25,230,0
chr19	63237211	63257811	ZSCAN1|0.200|78.3%	0.200	.	63237212	63257811	50,205,0
chr19	63262421	63272583	ZNF135|0.319|50.8%	0.319	.	63262422	63272583	100,155,0
chr19	63287021	63301428	ZSCAN18|0.461|31.1%	0.461	.	63287022	63301428	150,105,0
chr19	63329508	63345843	ZNF329|0.280|58.0%	0.280	.	63329509	63345843	100,155,0
chr19	63386207	63416739	ZNF274|0.155|89.0%	0.155	.	63386208	63416739	25,230,0
chr19	63530196	63545507	ZSCAN22|0.282|57.6%	0.282	.	63530197	63545507	100,155,0
chr19	63557536	63565932	ZNF497|0.318|50.9%	0.318	.	63557537	63565932	100,155,0
chr19	63590447	63597982	RPS5|0.973|1.6%	0.973	.	63590448	63597982	255,0,0
chr19	63635993	63643401	ZNF132|0.251|65.1%	0.251	.	63635994	63643401	75,180,0
chr19	63701515	63715244	SLC27A5|0.151|89.8%	0.151	.	63701516	63715244	25,230,0
chr19	63716710	63722733	ZBTB45|0.182|83.1%	0.182	.	63716711	63722733	25,230,0
chr19	63747647	63753894	TRIM28|0.521|25.3%	0.521	.	63747648	63753894	175,80,0
chr19	63754745	63758298	CHMP2A|0.224|72.1%	0.224	.	63754746	63758298	50,205,0
chr19	63758891	63762155	UBE2M|0.429|34.8%	0.429	.	63758892	63762155	150,105,0
chr19	63765096	63776754	MZF1|0.446|32.7%	0.446	.	63765097	63776754	150,105,0
chr20	199503	219390	C20orf96|0.069|99.1%	0.069	.	199504	219390	0,255,0
chr20	225736	228965	ZCCHC3|0.267|61.2%	0.267	.	225737	228965	75,180,0
chr20	275667	283512	NRSN2|0.259|63.2%	0.259	.	275668	283512	75,180,0
chr20	309307	326197	TRIB3|0.212|75.5%	0.212	.	309308	326197	50,205,0
chr20	336696	359610	RBCK1|0.308|52.8%	0.308	.	336697	359610	100,155,0
chr20	364123	391187	TBC1D20|0.332|48.6%	0.332	.	364124	391187	125,130,0
chr20	407306	472482	CSNK2A1|0.998|0.3%	0.998	.	407307	472482	255,0,0
chr20	575269	581890	SRXN1|0.191|80.5%	0.191	.	575270	581890	25,230,0
chr20	801298	844962	ANGPT4|0.169|86.2%	0.169	.	801299	844962	25,230,0
chr20	1041905	1097022	PSMF1|0.796|8.4%	0.796	.	1041906	1097022	255,0,0
chr20	1238618	1257838	SDCBP2|0.206|76.8%	0.206	.	1238619	1257838	50,205,0
chr20	1297622	1321753	FKBP1A|0.513|26.1%	0.513	.	1297623	1321753	175,80,0
chr20	1370806	1396417	NSFL1C|0.309|52.6%	0.309	.	1370807	1396417	100,155,0
chr20	1822812	1868543	SIRPA|0.249|65.5%	0.249	.	1822813	1868543	75,180,0
chr20	1907402	1922702	PDYN|0.207|76.6%	0.207	.	1907403	1922702	50,205,0
chr20	2030726	2105679	STK35|0.296|55.1%	0.296	.	2030727	2105679	100,155,0
chr20	2224648	2269722	TGM3|0.435|33.9%	0.435	.	2224649	2269722	150,105,0
chr20	2390280	2399499	SNRPB|0.698|12.9%	0.698	.	2390281	2399499	200,55,0
chr20	2410462	2453165	ZNF343|0.146|90.8%	0.146	.	2410463	2453165	0,255,0
chr20	2465252	2570430	TMC2|0.123|94.6%	0.123	.	2465253	2570430	0,255,0
